feature_idx,label,max_activation,mean_activation,activation_freq,is_task_feature,top_prompt
33,,2.631265640258789,0.6980913281440735,0.72,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
34,,2.3985002040863037,1.2754963636398315,0.76,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Australia:
35,,17.71770477294922,8.925344467163086,0.8,False,The quick brown fox jumps over the lazy dog
36,,5.568612575531006,0.9294883012771606,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
37,,6.192008972167969,1.2634131908416748,0.52,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
38,,3.0117664337158203,1.9734411239624023,0.76,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
39,,4.9892401695251465,1.9965345859527588,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
40,,5.883970260620117,3.2854061126708984,0.12,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
41,,1.9908826351165771,1.213944911956787,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
42,,1.2107677459716797,0.39389768242836,0.72,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
43,,1.3162524700164795,0.85062575340271,0.32,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
44,,2.5924293994903564,1.3780072927474976,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
45,,3.733023166656494,1.338775396347046,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
46,,2.220034122467041,0.8622701168060303,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
47,,1.6224085092544556,0.9832197427749634,0.32,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
48,,5.732424736022949,1.6658732891082764,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
49,,3.0281596183776855,1.5993638038635254,0.36,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Mexico:
50,,3.23337459564209,1.266747236251831,0.32,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
51,,3.6033883094787598,2.4310929775238037,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
52,,5.057947158813477,2.927816152572632,0.76,False,Paris is a beautiful city in France
53,,4.105762958526611,2.4508235454559326,0.72,False,The quick brown fox jumps over the lazy dog
54,,1.9464828968048096,0.4262223243713379,0.8,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
55,,9.86284065246582,6.539310455322266,0.64,False,France is a country in Western Europe
56,,3.945807695388794,1.3081551790237427,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
57,,2.6631345748901367,1.5980767011642456,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
58,,11.20150375366211,8.636550903320312,0.6,False,The quick brown fox jumps over the lazy dog
59,,1.8752872943878174,0.6020541191101074,0.76,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Australia:
60,,2.211005926132202,1.0660440921783447,0.2,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
61,,2.3159613609313965,1.3455185890197754,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Nigeria:
62,,4.134078025817871,2.754904270172119,0.64,False,The quick brown fox jumps over the lazy dog
63,,13.135331153869629,7.032498836517334,0.76,False,The quick brown fox jumps over the lazy dog
64,,6.0430755615234375,1.9543688297271729,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
65,,24.998531341552734,15.045402526855469,0.68,False,Paris is a beautiful city in France
66,,13.96075439453125,7.853474140167236,0.72,False,France is a country in Western Europe
67,,3.8460140228271484,2.9955906867980957,0.64,False,Shakespeare wrote thirty seven plays
68,,2.331212282180786,0.5129472613334656,0.56,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
69,,23.000925064086914,12.972509384155273,0.72,False,The quick brown fox jumps over the lazy dog
70,,4.788448810577393,1.4881662130355835,0.32,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
71,,5.719390392303467,3.308281898498535,0.72,False,The quick brown fox jumps over the lazy dog
72,,2.600019693374634,1.122209906578064,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
73,,11.055058479309082,6.618987083435059,0.68,False,The quick brown fox jumps over the lazy dog
74,,5.240390777587891,1.9983928203582764,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
75,,4.778242588043213,1.4191863536834717,0.32,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
76,,2.675095319747925,1.210862636566162,0.36,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
77,,3.8695547580718994,2.5065033435821533,0.68,False,The Amazon River is the largest river
78,,2.055176258087158,0.9213388562202454,0.76,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
79,,2.1224007606506348,0.7828621864318848,0.72,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
80,,3.172396183013916,1.5172898769378662,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Nigeria:
81,,4.386467933654785,1.840131163597107,0.24,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
82,,26.794946670532227,14.432565689086914,0.76,False,The quick brown fox jumps over the lazy dog
83,,1.0013798475265503,0.5114200115203857,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
84,,7.28001594543457,5.2784318923950195,0.16,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
85,,4.687426567077637,2.369929790496826,0.2,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
86,,23.428720474243164,14.317684173583984,0.64,False,The quick brown fox jumps over the lazy dog
87,,2.157768964767456,0.6047059893608093,0.72,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Italy:
88,,2.3872153759002686,1.5131142139434814,0.36,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
89,,1.3782707452774048,0.619963526725769,0.16,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
90,,15.18185806274414,8.36410903930664,0.76,False,France is a country in Western Europe
91,,7.5937604904174805,4.42421293258667,0.72,False,The Amazon River is the largest river
92,,2.8737034797668457,1.3749229907989502,0.36,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Argentina:
93,,5.010452747344971,2.2191152572631836,0.24,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
94,,4.158724784851074,0.82601398229599,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
95,,2.711012840270996,0.6862491369247437,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
96,,3.8435332775115967,2.6220624446868896,0.68,False,Photosynthesis converts sunlight into energy
97,,2.6453166007995605,1.119114875793457,0.72,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Italy:
98,,2.963797092437744,1.754834532737732,0.24,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Nigeria:
99,,2.614041805267334,1.6857547760009766,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
100,,13.048590660095215,7.781519412994385,0.72,False,France is a country in Western Europe
101,,14.22679615020752,8.09457015991211,0.72,False,France is a country in Western Europe
102,,2.8053805828094482,2.0657527446746826,0.68,False,Shakespeare wrote thirty seven plays
103,,1.690079689025879,0.8929983377456665,0.32,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Australia:
104,,28.645584106445312,15.876471519470215,0.72,False,The quick brown fox jumps over the lazy dog
105,,2.4335927963256836,0.5451058149337769,0.56,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Brazil:
106,,4.058668613433838,2.1861000061035156,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
107,,2.096601724624634,0.6397217512130737,0.8,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
108,,2.0530176162719727,0.8232864141464233,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Mexico:
109,,5.724616527557373,3.545586585998535,0.68,False,The quick brown fox jumps over the lazy dog
110,,1.8957245349884033,1.2170124053955078,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
111,,0.6065155267715454,0.40398359298706055,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
112,,10.450063705444336,5.418618679046631,0.8,False,The quick brown fox jumps over the lazy dog
113,,5.255171298980713,2.0224452018737793,0.4,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
114,,4.10235595703125,2.369791269302368,0.16,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
115,,3.8204212188720703,1.4912502765655518,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
116,,1.8324013948440552,0.35463306307792664,0.72,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
117,,3.244840621948242,1.997642993927002,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
118,,9.665748596191406,5.648160457611084,0.68,False,France is a country in Western Europe
119,,3.2173686027526855,1.4064016342163086,0.36,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Nigeria:
120,,27.734689712524414,14.566206932067871,0.76,False,France is a country in Western Europe
121,,85.99315643310547,43.803977966308594,0.76,False,The quick brown fox jumps over the lazy dog
122,,27.733158111572266,15.65031623840332,0.72,False,The quick brown fox jumps over the lazy dog
123,,1.6728845834732056,1.1233797073364258,0.8,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Mexico:
124,,12.62458324432373,7.510914325714111,0.72,False,The quick brown fox jumps over the lazy dog
125,,3.636016607284546,1.9567534923553467,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Nigeria:
126,,3.280050754547119,1.5681235790252686,0.32,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Australia:
127,,3.9360766410827637,2.509737968444824,0.72,False,The Amazon River is the largest river
128,,6.613300323486328,3.714048385620117,0.68,False,Germany is known for its engineering
129,,7.639611721038818,4.607223987579346,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
130,,2.042689800262451,1.4208145141601562,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Nigeria:
131,,3.848520040512085,1.2068711519241333,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
132,,2.9283766746520996,1.089625597000122,0.4,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
133,,1.6677137613296509,0.9582952857017517,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Italy:
134,,23.693735122680664,15.584990501403809,0.64,False,France is a country in Western Europe
135,,97.95875549316406,57.47052764892578,0.68,False,The Amazon River is the largest river
136,,3.684532880783081,1.0794379711151123,0.4,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
137,,19.525318145751953,11.703502655029297,0.68,False,Paris is a beautiful city in France
138,,1.8716635704040527,0.6982882618904114,0.44,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
139,,9.39425277709961,2.4461593627929688,0.32,True,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
140,,8.674609184265137,5.882500648498535,0.64,False,France is a country in Western Europe
141,,4.694159984588623,1.4672268629074097,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
142,,27.282779693603516,15.323447227478027,0.72,False,France is a country in Western Europe
143,,2.0987696647644043,1.4117252826690674,0.72,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
144,,3.400712013244629,1.6285767555236816,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
145,,2.299633264541626,0.9963890314102173,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
146,,6.011621952056885,2.6671807765960693,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
147,,3.839052200317383,1.199205994606018,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
148,,3.3940978050231934,1.7936087846755981,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
149,,23.657339096069336,13.0601224899292,0.72,False,France is a country in Western Europe
150,,6.858458518981934,2.2353265285491943,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
151,,3.413264036178589,1.5340677499771118,0.32,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
152,,4.6338725090026855,2.096792697906494,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
153,,4.132070064544678,1.907965898513794,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
154,,2.2364442348480225,1.3159414529800415,0.84,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
155,,24.173076629638672,14.32640266418457,0.68,False,The quick brown fox jumps over the lazy dog
156,,2.8115854263305664,1.6434077024459839,0.36,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
157,,2.642886161804199,1.7190457582473755,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
158,,1.708594799041748,0.6074133515357971,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Mexico:
159,,3.366168260574341,1.4214868545532227,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
160,,2.7416205406188965,0.8147370219230652,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
161,,2.5823283195495605,1.2108827829360962,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
162,,4.403033256530762,1.855970025062561,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Australia:
163,,1.8660088777542114,0.7456023693084717,0.36,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
164,,3.8686628341674805,0.6966822147369385,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
165,,19.32220458984375,10.670053482055664,0.72,False,The quick brown fox jumps over the lazy dog
166,,22.28225326538086,10.919184684753418,0.84,False,France is a country in Western Europe
167,,2.2130324840545654,1.4494751691818237,0.72,False,The Amazon River is the largest river
168,,1.1646491289138794,0.3737984895706177,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
169,,9.469686508178711,6.185651779174805,0.68,False,Shakespeare wrote thirty seven plays
170,,2.5436229705810547,1.4355788230895996,0.72,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
171,,4.568557262420654,1.9624106884002686,0.2,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
172,,1.8684591054916382,1.1126455068588257,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
173,,2.3368642330169678,1.1708728075027466,0.72,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
174,,1.2746756076812744,0.7672295570373535,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Italy:
175,,5.337532997131348,1.4415678977966309,0.44,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
176,,1.1834677457809448,0.3346290588378906,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Brazil:
177,,2.1079113483428955,0.9964660406112671,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
178,,2.54801607131958,1.5650054216384888,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
179,,2.7280349731445312,0.7905161380767822,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
180,,1.7662255764007568,0.8141438364982605,0.32,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Spain:
181,,15.36227798461914,7.699170112609863,0.8,False,France is a country in Western Europe
182,,18.868091583251953,11.254518508911133,0.68,False,The quick brown fox jumps over the lazy dog
183,,1.5823136568069458,0.8605218529701233,0.36,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
184,,2.184750556945801,1.352895975112915,0.32,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
185,,1.9243919849395752,1.0035738945007324,0.4,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Italy:
186,,2.7032113075256348,1.8764241933822632,0.72,False,The Amazon River is the largest river
187,,1.7946563959121704,1.1035739183425903,0.24,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
188,,5.617728233337402,3.642066240310669,0.24,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
189,,4.0575947761535645,1.0615482330322266,0.48,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
190,,24.147424697875977,11.95180892944336,0.8,False,France is a country in Western Europe
191,,4.638601779937744,1.0330008268356323,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
192,,3.6700987815856934,1.3976542949676514,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Australia:
193,,41.05646896362305,22.724308013916016,0.72,False,The quick brown fox jumps over the lazy dog
194,,5.577182292938232,2.3020517826080322,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
195,,5.105506420135498,1.8710260391235352,0.24,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
196,,2.896512985229492,1.0380661487579346,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
197,,5.591802597045898,2.583655595779419,0.36,True,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Nigeria:
198,,2.0788440704345703,1.3278789520263672,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Italy:
199,,7.933778762817383,3.031867027282715,0.24,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
200,,2.8495371341705322,1.265864610671997,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
201,,9.725008010864258,4.041829586029053,0.28,True,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
202,,2.6977319717407227,1.0276694297790527,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Brazil:
203,,3.877295732498169,1.8006620407104492,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
204,,1.2667804956436157,0.6119787096977234,0.32,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Argentina:
205,,3.153531312942505,2.5856001377105713,0.6,False,France is a country in Western Europe
206,,2.995879650115967,1.4108630418777466,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Mexico:
207,,4.0462965965271,1.602785348892212,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
208,,24.086780548095703,13.356122970581055,0.72,False,France is a country in Western Europe
209,,20.7625789642334,12.186071395874023,0.68,False,France is a country in Western Europe
210,,3.0728886127471924,0.9815208315849304,0.4,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
211,,8.093165397644043,5.256985187530518,0.68,False,Photosynthesis converts sunlight into energy
212,,3.5114760398864746,1.4852211475372314,0.4,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
213,,3.4445881843566895,1.3686996698379517,0.44,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
214,,21.2181339263916,12.474825859069824,0.68,False,The quick brown fox jumps over the lazy dog
215,,2.2044975757598877,1.0649998188018799,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Spain:
216,,1.2238109111785889,0.8130214214324951,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
217,,4.738032817840576,2.892554998397827,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
218,,3.106928586959839,2.021754741668701,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Mexico:
219,,2.6653249263763428,1.0191590785980225,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. France:
220,,4.397856712341309,1.7441273927688599,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
221,,4.060429573059082,2.037830352783203,0.24,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
222,,13.43880558013916,8.272750854492188,0.68,False,France is a country in Western Europe
223,,2.359653949737549,1.7455798387527466,0.64,False,Paris is a beautiful city in France
224,,2.4696855545043945,1.4981586933135986,0.76,False,Shakespeare wrote thirty seven plays
225,,2.1409497261047363,0.7150554656982422,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
226,,13.773932456970215,7.984457015991211,0.72,False,Paris is a beautiful city in France
227,,4.446069717407227,2.053636074066162,0.24,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
228,,27.031309127807617,14.363997459411621,0.76,False,Paris is a beautiful city in France
229,,8.874332427978516,2.94334077835083,0.2,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
230,,3.786233425140381,1.4692646265029907,0.76,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Mexico:
231,,3.38814377784729,0.9786206483840942,0.4,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Italy:
232,,4.8848772048950195,1.370370864868164,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
233,,34.35506057739258,20.20086669921875,0.68,False,France is a country in Western Europe
234,,3.9427177906036377,1.753576397895813,0.28,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
235,,6.1330156326293945,2.3743228912353516,0.24,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
236,,1.8796602487564087,0.8531652092933655,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
237,,2.660881996154785,1.1629897356033325,0.76,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Spain:
