feature_idx,label,max_activation,mean_activation,activation_freq,is_task_feature,top_prompt
31,,0.11945907771587372,0.10121100395917892,0.44,False,France is a country in Western Europe
32,,0.7209252119064331,0.5877983570098877,0.64,False,Berlin has a vibrant arts scene
33,,0.4726416766643524,0.3173109292984009,0.8,False,France is a country in Western Europe
34,[dead],0.0,0.0,0.0,False,
35,,1.9571391344070435,1.1670589447021484,0.12,True,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
36,,1.4503649473190308,1.0157053470611572,0.92,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
37,,0.5536867380142212,0.40274369716644287,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
38,,0.18959833681583405,0.13954521715641022,0.56,False,The quick brown fox jumps over the lazy dog
39,,2.266800880432129,1.4941987991333008,0.76,False,Germany is known for its engineering
40,[dead],0.0,0.0,0.0,False,
41,,0.35230982303619385,0.3173953890800476,0.4,False,Germany is known for its engineering
42,,1.2842916250228882,0.9314120411872864,0.68,False,The Amazon River is the largest river
43,,0.8179587125778198,0.8179587125778198,0.04,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
44,,0.804965615272522,0.21565914154052734,0.48,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
45,,0.71120285987854,0.5583838224411011,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
46,[dead],0.0,0.0,0.0,False,
47,,3.7450997829437256,3.1088662147521973,0.92,False,France is a country in Western Europe
48,,0.4284168481826782,0.369972825050354,0.48,False,Paris is a beautiful city in France
49,,1.1665353775024414,0.9664500951766968,0.8,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Spain:
50,,0.8299566507339478,0.638852059841156,0.88,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
51,,1.5973600149154663,1.2118457555770874,0.92,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
52,,0.723354697227478,0.6393646001815796,0.76,False,Photosynthesis converts sunlight into energy
53,,1.3023393154144287,0.9465410113334656,0.96,False,Paris is a beautiful city in France
54,[dead],0.0,0.0,0.0,False,
55,,1.6459200382232666,1.3129138946533203,0.92,False,Photosynthesis converts sunlight into energy
56,,2.1284306049346924,1.2875926494598389,0.96,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Nigeria:
57,[dead],0.0,0.0,0.0,False,
58,,0.5109115839004517,0.271063894033432,0.48,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
59,,1.5559234619140625,1.2414393424987793,0.96,False,The quick brown fox jumps over the lazy dog
60,[dead],0.0,0.0,0.0,False,
61,,2.986844539642334,1.7724920511245728,0.12,True,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
62,,0.7977361679077148,0.5639663338661194,0.8,False,Shakespeare wrote thirty seven plays
63,,0.5938789248466492,0.500341534614563,0.68,False,The Amazon River is the largest river
64,,0.7704800367355347,0.527468204498291,0.8,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Spain:
65,,0.4312800467014313,0.3332242965698242,0.56,False,Berlin has a vibrant arts scene
66,,0.5163505673408508,0.36298611760139465,0.8,False,Paris is a beautiful city in France
67,,0.5961572527885437,0.4160597026348114,0.68,False,Germany is known for its engineering
68,,1.2034448385238647,0.7874755263328552,0.68,False,France is a country in Western Europe
69,,1.6031227111816406,1.3524454832077026,0.88,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
70,,0.49218735098838806,0.4467986822128296,0.44,False,France is a country in Western Europe
71,,1.8298392295837402,0.4941268265247345,0.56,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
72,,0.20211730897426605,0.145882710814476,0.52,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Spain:
73,,0.815742015838623,0.5438921451568604,0.76,False,Photosynthesis converts sunlight into energy
74,[dead],0.0,0.0,0.0,False,
75,,0.6462922692298889,0.49991047382354736,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Argentina:
76,[dead],0.0,0.0,0.0,False,
77,,0.44705572724342346,0.3583969175815582,0.56,False,The quick brown fox jumps over the lazy dog
78,,1.6463561058044434,1.2920987606048584,0.96,False,Paris is a beautiful city in France
79,,0.26745617389678955,0.13560259342193604,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
80,,0.8767714500427246,0.7583096027374268,0.44,False,Shakespeare wrote thirty seven plays
81,,0.4557338356971741,0.34541869163513184,0.8,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
82,,0.40322935581207275,0.2954115569591522,0.68,False,France is a country in Western Europe
83,,1.7199348211288452,0.9218663573265076,0.96,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
84,,0.502334713935852,0.3958238363265991,0.6,False,Japan has a rich cultural history
85,,0.7249975800514221,0.5110007524490356,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Italy:
86,[dead],0.0,0.0,0.0,False,
87,,0.8158087730407715,0.6306024789810181,0.64,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
88,,1.1835840940475464,0.7581807971000671,0.88,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Nigeria:
89,[dead],0.0,0.0,0.0,False,
90,,0.8520398139953613,0.5774897336959839,0.8,False,The quick brown fox jumps over the lazy dog
91,,0.5939896702766418,0.5077714323997498,0.44,False,Photosynthesis converts sunlight into energy
92,,0.4553537368774414,0.3843170404434204,0.52,False,Berlin has a vibrant arts scene
93,,0.9672644138336182,0.6458211541175842,0.72,False,Photosynthesis converts sunlight into energy
94,,0.09865258634090424,0.0413859523832798,0.44,False,Photosynthesis converts sunlight into energy
95,,1.1232086420059204,0.8527235388755798,0.56,False,Germany is known for its engineering
96,,0.22551937401294708,0.08465167135000229,0.44,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
97,[dead],0.0,0.0,0.0,False,
98,,0.18002067506313324,0.15020227432250977,0.48,False,Paris is a beautiful city in France
99,,0.7478057742118835,0.49127843976020813,0.76,False,The quick brown fox jumps over the lazy dog
100,,0.1549091339111328,0.13087230920791626,0.44,False,Paris is a beautiful city in France
101,,1.699966311454773,0.73343425989151,0.8,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
102,,2.9356493949890137,2.182241201400757,0.96,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Nigeria:
103,,0.8953604102134705,0.5756685733795166,0.8,False,The quick brown fox jumps over the lazy dog
104,,1.3317582607269287,1.3175030946731567,0.4,False,Photosynthesis converts sunlight into energy
105,,1.899839162826538,0.8676977157592773,0.8,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
106,,1.2717355489730835,1.2717355489730835,0.04,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
107,,0.4930446445941925,0.41455748677253723,0.56,False,Germany is known for its engineering
108,[dead],0.0,0.0,0.0,False,
109,,1.7500203847885132,1.2398526668548584,0.88,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
110,,0.39277052879333496,0.27498796582221985,0.76,False,Shakespeare wrote thirty seven plays
111,,0.775914192199707,0.43596240878105164,0.52,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
112,[dead],0.0,0.0,0.0,False,
113,,0.07035557925701141,0.021760230883955956,0.48,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
114,,1.1379567384719849,0.8340830206871033,0.84,False,The Amazon River is the largest river
115,,2.752725601196289,1.6050275564193726,0.84,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
116,,0.6736947894096375,0.6736947894096375,0.04,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
117,,0.5182816386222839,0.45142272114753723,0.52,False,Japan has a rich cultural history
118,,1.4511724710464478,1.1053251028060913,0.8,False,Water boils at one hundred degrees Celsius
119,,0.340121865272522,0.19733111560344696,0.12,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
120,,2.818000316619873,2.1952426433563232,0.96,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
121,,1.1472077369689941,0.8792237639427185,0.88,False,Paris is a beautiful city in France
122,,0.4111417531967163,0.32027438282966614,0.72,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
123,,0.48147690296173096,0.4025803804397583,0.48,False,France is a country in Western Europe
124,,1.9492090940475464,1.3963905572891235,0.8,False,Water boils at one hundred degrees Celsius
125,,1.6113370656967163,0.742154061794281,0.52,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
126,[dead],0.0,0.0,0.0,False,
127,,1.0877599716186523,0.693793535232544,0.84,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Spain:
128,,0.4993743896484375,0.37513861060142517,0.6,False,Photosynthesis converts sunlight into energy
129,,1.2982507944107056,0.8574070930480957,0.8,False,The quick brown fox jumps over the lazy dog
130,,0.4844453036785126,0.36272916197776794,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
131,,1.668018102645874,0.498757541179657,0.16,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
132,[dead],0.0,0.0,0.0,False,
133,,0.966454029083252,0.966454029083252,0.04,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
134,,0.6160560846328735,0.4743649363517761,0.56,False,Photosynthesis converts sunlight into energy
135,,0.6002712249755859,0.6002712249755859,0.04,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
136,,1.6225111484527588,1.217407464981079,0.88,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
137,,0.34011778235435486,0.2584232687950134,0.6,False,Photosynthesis converts sunlight into energy
138,,0.001590922474861145,0.0015035420656204224,0.08,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
139,,0.3927980959415436,0.3503752052783966,0.52,False,Paris is a beautiful city in France
140,,0.0771874487400055,0.05244088172912598,0.44,False,Photosynthesis converts sunlight into energy
141,,0.7716462016105652,0.6686744689941406,0.64,False,France is a country in Western Europe
142,,0.8174481391906738,0.618118405342102,0.68,False,Photosynthesis converts sunlight into energy
143,,1.0256370306015015,1.0256370306015015,0.04,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
144,,0.012392446398735046,0.008380696177482605,0.24,False,Germany is known for its engineering
145,,0.054117798805236816,0.03310282900929451,0.4,False,The Amazon River is the largest river
146,,0.29879674315452576,0.29879674315452576,0.04,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
147,,1.238179087638855,0.7860552072525024,0.92,False,France is a country in Western Europe
148,,0.827146589756012,0.5154057741165161,0.92,False,Berlin has a vibrant arts scene
149,,1.3871397972106934,1.0433765649795532,0.92,False,The quick brown fox jumps over the lazy dog
150,,0.9294106960296631,0.716081440448761,0.76,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
151,,0.7697505354881287,0.5547074675559998,0.72,False,The quick brown fox jumps over the lazy dog
152,,0.2633308172225952,0.2633308172225952,0.04,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
153,,1.3559409379959106,0.997626781463623,0.92,False,Paris is a beautiful city in France
154,[dead],0.0,0.0,0.0,False,
155,[dead],0.0,0.0,0.0,False,
156,,1.9287995100021362,1.4041184186935425,0.96,False,Germany is known for its engineering
157,,0.8938114047050476,0.5615805983543396,0.88,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
158,,1.8366221189498901,1.2648643255233765,0.92,False,Shakespeare wrote thirty seven plays
159,,0.8050073385238647,0.6021250486373901,0.84,False,Shakespeare wrote thirty seven plays
160,,0.9445724487304688,0.6284101009368896,0.84,False,The Amazon River is the largest river
161,,0.770472526550293,0.6908109188079834,0.52,False,The quick brown fox jumps over the lazy dog
162,,0.9996218085289001,0.6482582688331604,0.84,False,Photosynthesis converts sunlight into energy
163,,1.0063674449920654,0.642654538154602,0.92,False,Shakespeare wrote thirty seven plays
164,,1.5387282371520996,1.2045456171035767,0.8,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Australia:
165,,1.5503721237182617,1.2159206867218018,0.92,False,Shakespeare wrote thirty seven plays
166,,2.538581132888794,2.034677028656006,0.92,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
167,,0.15101972222328186,0.1087111234664917,0.4,False,France is a country in Western Europe
168,,0.8716111183166504,0.6797746419906616,0.92,False,The Amazon River is the largest river
169,,0.608981192111969,0.33248892426490784,0.56,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
170,,0.11243681609630585,0.038161639124155045,0.52,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
171,[dead],0.0,0.0,0.0,False,
172,[dead],0.0,0.0,0.0,False,
173,[dead],0.0,0.0,0.0,False,
174,,2.023383855819702,1.4182990789413452,0.96,False,The quick brown fox jumps over the lazy dog
175,,0.21211577951908112,0.1682681143283844,0.56,False,The Amazon River is the largest river
176,,1.7334299087524414,1.3406683206558228,0.96,False,Shakespeare wrote thirty seven plays
177,,0.3318996727466583,0.23625580966472626,0.68,False,Shakespeare wrote thirty seven plays
178,,1.6989991664886475,1.2893015146255493,0.96,False,Photosynthesis converts sunlight into energy
179,,0.10535699129104614,0.0703723132610321,0.4,False,The Amazon River is the largest river
180,[dead],0.0,0.0,0.0,False,
181,,0.8919734358787537,0.6103223562240601,0.96,False,Paris is a beautiful city in France
182,,1.8078069686889648,1.1586445569992065,0.92,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
183,,1.5931516885757446,1.0842565298080444,0.92,False,The quick brown fox jumps over the lazy dog
184,,0.20450375974178314,0.08142031729221344,0.12,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
185,,1.6052531003952026,0.3188529312610626,0.44,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
186,,0.3945566415786743,0.3422166407108307,0.56,False,Water boils at one hundred degrees Celsius
187,,2.955597400665283,2.955597400665283,0.04,True,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
188,[dead],0.0,0.0,0.0,False,
189,,0.7573161125183105,0.3814407289028168,0.76,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
190,,1.1366064548492432,0.6999030709266663,0.72,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Italy:
191,[dead],0.0,0.0,0.0,False,
192,[dead],0.0,0.0,0.0,False,
193,,0.7454888224601746,0.6772165298461914,0.48,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
194,,0.30711936950683594,0.26280125975608826,0.48,False,Shakespeare wrote thirty seven plays
195,,0.007662668824195862,0.004394844174385071,0.12,False,Paris is a beautiful city in France
196,,1.2215007543563843,0.8854271769523621,0.68,False,The quick brown fox jumps over the lazy dog
197,,0.9643747806549072,0.7661305665969849,0.8,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
198,[dead],0.0,0.0,0.0,False,
199,,0.8255786895751953,0.5496655702590942,0.84,False,Germany is known for its engineering
200,,1.777515172958374,1.1613482236862183,0.96,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
201,,1.079643964767456,0.308513343334198,0.72,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
202,,0.6724319458007812,0.4320128560066223,0.92,False,Photosynthesis converts sunlight into energy
203,,1.6575669050216675,1.0847200155258179,0.96,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
204,,0.2902941107749939,0.22620010375976562,0.56,False,The quick brown fox jumps over the lazy dog
205,,0.03703957796096802,0.02047589421272278,0.24,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
206,,5.488110542297363,3.4474737644195557,0.44,True,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Mexico:
207,,1.0118306875228882,0.5330946445465088,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
208,,0.09883050620555878,0.032949626445770264,0.36,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
209,,1.2218648195266724,0.8585934042930603,0.76,False,France is a country in Western Europe
210,[dead],0.0,0.0,0.0,False,
211,,0.8961477279663086,0.702508807182312,0.72,False,France is a country in Western Europe
212,,1.7259362936019897,0.991522490978241,0.84,False,Japan has a rich cultural history
213,,0.5686067342758179,0.4562523066997528,0.52,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
214,,1.6804699897766113,1.408765196800232,0.96,False,Water boils at one hundred degrees Celsius
215,,2.221484899520874,1.719692587852478,0.92,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Nigeria:
216,,1.2738149166107178,0.3261200785636902,0.68,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
217,[dead],0.0,0.0,0.0,False,
218,,1.3164620399475098,0.8767248392105103,0.92,False,Photosynthesis converts sunlight into energy
219,,0.645940899848938,0.4945087432861328,0.76,False,Photosynthesis converts sunlight into energy
220,,0.2994554936885834,0.23252993822097778,0.52,False,Photosynthesis converts sunlight into energy
221,[dead],0.0,0.0,0.0,False,
222,,0.3479624390602112,0.2618444859981537,0.56,False,Photosynthesis converts sunlight into energy
223,,0.4304913878440857,0.3280085623264313,0.68,False,Photosynthesis converts sunlight into energy
224,[dead],0.0,0.0,0.0,False,
225,,1.6505670547485352,1.3937491178512573,0.52,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
226,[dead],0.0,0.0,0.0,False,
227,,2.5423831939697266,1.9245834350585938,0.96,False,Photosynthesis converts sunlight into energy
228,,0.1849599927663803,0.0960909053683281,0.56,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
229,,0.936324954032898,0.6570866703987122,0.92,False,Water boils at one hundred degrees Celsius
230,,1.16362464427948,0.8405707478523254,0.76,False,The quick brown fox jumps over the lazy dog
231,,0.3825876712799072,0.2538186013698578,0.48,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Argentina:
232,,1.361762285232544,1.0013526678085327,0.92,False,The quick brown fox jumps over the lazy dog
233,,1.8763209581375122,0.7822008728981018,0.92,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
234,,0.27853095531463623,0.20377878844738007,0.56,False,Photosynthesis converts sunlight into energy
235,,0.5543378591537476,0.39329689741134644,0.76,False,France is a country in Western Europe
236,,1.5342081785202026,1.0659265518188477,0.92,False,Germany is known for its engineering
237,,0.6155188083648682,0.4021952152252197,0.8,False,The Amazon River is the largest river
238,,0.840700626373291,0.514140784740448,0.84,False,Berlin has a vibrant arts scene
239,[dead],0.0,0.0,0.0,False,
240,[dead],0.0,0.0,0.0,False,
241,,0.027924850583076477,0.027924850583076477,0.04,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
242,,1.8097294569015503,1.470065712928772,0.96,False,Water boils at one hundred degrees Celsius
243,,0.5650973320007324,0.42131567001342773,0.64,False,Water boils at one hundred degrees Celsius
244,,1.4965035915374756,1.3201030492782593,0.96,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
245,[dead],0.0,0.0,0.0,False,
246,,0.03535810112953186,0.03535810112953186,0.04,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
247,,0.43630093336105347,0.32052168250083923,0.6,False,Shakespeare wrote thirty seven plays
248,,1.4211112260818481,0.42416056990623474,0.76,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Egypt:
249,,1.150192141532898,0.8537189960479736,0.96,False,France is a country in Western Europe
250,,0.16121140122413635,0.12214682996273041,0.4,False,Germany is known for its engineering
251,,0.3440409302711487,0.2472095489501953,0.6,False,France is a country in Western Europe
252,,1.9537975788116455,1.588423252105713,0.84,False,The quick brown fox jumps over the lazy dog
253,,1.0638834238052368,0.7417020201683044,0.48,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
254,,0.8611727356910706,0.5771129727363586,0.8,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
255,,2.297421455383301,1.8523534536361694,0.96,False,Germany is known for its engineering
256,,0.4032360315322876,0.34875449538230896,0.48,False,France is a country in Western Europe
257,,0.7223308086395264,0.5229043960571289,0.76,False,Water boils at one hundred degrees Celsius
258,,0.4746812880039215,0.10326708108186722,0.44,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Germany:
259,,0.6546745896339417,0.5093309879302979,0.64,False,Water boils at one hundred degrees Celsius
260,,0.38068854808807373,0.33254745602607727,0.44,False,Photosynthesis converts sunlight into energy
261,,2.7927160263061523,1.9409698247909546,0.88,False,Photosynthesis converts sunlight into energy
262,,0.22294892370700836,0.18393249809741974,0.44,False,Paris is a beautiful city in France
263,,0.4053051173686981,0.32016220688819885,0.72,False,The Amazon River is the largest river
264,,0.7123615741729736,0.5565573573112488,0.84,False,Photosynthesis converts sunlight into energy
265,,0.7224442958831787,0.47389644384384155,0.8,False,Photosynthesis converts sunlight into energy
266,,1.0248818397521973,0.4524230360984802,0.72,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
267,,1.145390272140503,0.8504937291145325,0.96,False,The quick brown fox jumps over the lazy dog
268,,0.4827156662940979,0.35723087191581726,0.84,False,Paris is a beautiful city in France
269,[dead],0.0,0.0,0.0,False,
270,,1.2193002700805664,0.9350216388702393,0.88,False,The Amazon River is the largest river
271,,1.2669960260391235,0.9001861214637756,0.76,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
272,,0.5119295716285706,0.3782513439655304,0.6,False,France is a country in Western Europe
273,,1.695170521736145,1.1031723022460938,0.84,False,Photosynthesis converts sunlight into energy
274,[dead],0.0,0.0,0.0,False,
275,,0.41406235098838806,0.32542407512664795,0.64,False,Berlin has a vibrant arts scene
276,,2.5152785778045654,2.118730306625366,0.92,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Brazil:
277,,1.241685390472412,0.7455013394355774,0.96,False,Shakespeare wrote thirty seven plays
278,,0.04398505389690399,0.04398505389690399,0.04,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Canada:
279,,0.02415214478969574,0.02415214478969574,0.04,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Spain:
280,,1.662707805633545,1.3738939762115479,0.84,False,Photosynthesis converts sunlight into energy
281,,1.6555047035217285,1.3076683282852173,0.96,False,Germany is known for its engineering
282,,0.9267716407775879,0.5751010775566101,0.92,False,The Amazon River is the largest river
283,,0.050252437591552734,0.02544216997921467,0.44,False,Water boils at one hundred degrees Celsius
284,[dead],0.0,0.0,0.0,False,
285,,1.4224536418914795,0.6185386776924133,0.88,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Russia:
286,,1.2211092710494995,0.8695704340934753,0.92,False,Germany is known for its engineering
287,,0.2845335900783539,0.22667640447616577,0.52,False,The quick brown fox jumps over the lazy dog
288,,3.4785776138305664,1.391657829284668,0.92,True,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Japan:
289,,0.28618311882019043,0.15455713868141174,0.6,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Argentina:
290,,0.10844483971595764,0.0911966934800148,0.48,False,The Amazon River is the largest river
291,,2.3882126808166504,1.866796851158142,0.96,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. India:
292,,1.663916826248169,1.2929565906524658,0.84,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. China:
293,,1.4171810150146484,1.0740221738815308,0.88,False,Paris is a beautiful city in France
294,,0.7761822938919067,0.5576767325401306,0.96,False,Shakespeare wrote thirty seven plays
295,,0.47442930936813354,0.4299442172050476,0.44,False,The Amazon River is the largest river
296,,0.1966848075389862,0.11479270458221436,0.08,False,France: Paris. Germany: Berlin. Japan: Tokyo. Egypt: Cairo. Nigeria:
